Company Name,Location,Job Title,Required Skills,Job Description,Experience Level,Salary Range,Posting Date,Job Type
Deloitte,Lucknow,Full Stack Developer,"SQL, Excel, Data Visualization",NA,Senior,7-12 LPA,15-08-2024,Internship
Paytm,Gurgaon,Cybersecurity Analyst,"Node.js, Express, MongoDB",NA,Mid-level,3-5 LPA,02-01-2025,Full-time
Tata Consultancy Services,Lucknow,Business Analyst,"Python, NLP, AI models",NA,Senior,5-8 LPA,01-02-2023,Internship
IBM,Gurgaon,Product Manager,"Python, NLP, AI models",NA,Senior,4-6 LPA,08-07-2024,Contract
Amazon,Gurgaon,Data Scientist,"Ruby on Rails, PostgreSQL",NA,Entry-level,18-25 LPA,08-03-2024,Internship
Paytm,Indore,Cybersecurity Analyst,"SQL, Excel, Data Visualization",NA,Senior,18-25 LPA,19-10-2024,Contract
IBM,Gurgaon,Frontend Developer,"Python, NLP, AI models",NA,Senior,3-5 LPA,24-01-2024,Internship
Tech Mahindra,Bhopal,Data Scientist,"HTML, CSS, JavaScript",NA,Senior,5-8 LPA,15-06-2023,Internship
Infosys,Surat,DevOps Engineer,"CI/CD, Jenkins, Kubernetes",NA,Senior,20-30 LPA,27-06-2023,Contract
Paytm,Mumbai,Backend Developer,"SQL, Power BI, Excel",NA,Mid-level,10-15 LPA,28-08-2023,Internship
Google,Lucknow,ML Engineer,"AWS, Azure, Docker",NA,Mid-level,6-10 LPA,20-06-2024,Full-time
Tech Mahindra,Gurgaon,ML Engineer,"Ruby on Rails, PostgreSQL",NA,Entry-level,4-6 LPA,11-01-2025,Contract
Google,Ahmedabad,Backend Developer,"Java, Spring Boot, Microservices",NA,Senior,6-10 LPA,11-08-2024,Part-time
Wipro,Kolkata,Business Analyst,"CI/CD, Jenkins, Kubernetes",NA,Entry-level,4-6 LPA,21-06-2023,Contract
Byju's,Lucknow,Cloud Engineer,"Python, NLP, AI models",NA,Entry-level,10-15 LPA,17-02-2023,Full-time
Zomato,Nagpur,Data Analyst,"Ruby on Rails, PostgreSQL",NA,Entry-level,10-15 LPA,24-01-2024,Contract
Paytm,Gurgaon,Cybersecurity Analyst,"CI/CD, Jenkins, Kubernetes",NA,Senior,6-10 LPA,13-04-2024,Full-time
Microsoft,Chennai,Cybersecurity Analyst,"Java, Spring Boot, Microservices",NA,Entry-level,6-10 LPA,07-01-2024,Full-time
Tech Mahindra,Jaipur,Frontend Developer,"Go, Kubernetes, Docker",NA,Entry-level,10-15 LPA,22-12-2023,Internship
Capgemini,Pune,Cloud Engineer,"CI/CD, Jenkins, Kubernetes",NA,Mid-level,3-5 LPA,30-08-2023,Internship
Zomato,Pune,Cybersecurity Analyst,"CI/CD, Jenkins, Kubernetes",NA,Mid-level,3-5 LPA,28-02-2024,Full-time
Oracle,Ahmedabad,Frontend Developer,"Python, ML, TensorFlow",NA,Senior,4-6 LPA,11-02-2025,Full-time
PhonePe,Bangalore,Software Engineer,"React, Node.js, SQL",NA,Senior,18-25 LPA,27-08-2023,Full-time
Zomato,Mumbai,Cybersecurity Analyst,"React, Node.js, SQL",NA,Entry-level,6-10 LPA,12-09-2024,Internship
PhonePe,Noida,Product Manager,"Ruby on Rails, PostgreSQL",NA,Entry-level,7-12 LPA,14-10-2024,Part-time
Deloitte,Surat,Data Scientist,"SQL, Excel, Data Visualization",NA,Entry-level,5-8 LPA,01-03-2024,Full-time
Accenture,Kolkata,Data Scientist,"Node.js, Express, MongoDB",NA,Senior,10-15 LPA,26-09-2024,Full-time
Zomato,Noida,Software Engineer,"React, Node.js, SQL",NA,Senior,10-15 LPA,27-04-2024,Part-time
IBM,Kolkata,Business Analyst,"SQL, Excel, Data Visualization",NA,Entry-level,5-8 LPA,18-01-2024,Contract
IBM,Coimbatore,Data Analyst,"Ruby on Rails, PostgreSQL",NA,Mid-level,3-5 LPA,27-12-2023,Full-time
IBM,Mumbai,Business Analyst,"AWS, Azure, Docker",NA,Entry-level,3-5 LPA,19-10-2023,Internship
Tata Consultancy Services,Chennai,Frontend Developer,"SQL, Excel, Data Visualization",NA,Senior,18-25 LPA,26-01-2023,Full-time
Byju's,Surat,DevOps Engineer,"Python, ML, TensorFlow",NA,Mid-level,6-10 LPA,05-09-2024,Contract
Flipkart,Chennai,Data Scientist,"SQL, Excel, Data Visualization",NA,Entry-level,15-20 LPA,15-02-2025,Contract
Cognizant,Nagpur,Cybersecurity Analyst,"AWS, Azure, Docker",NA,Mid-level,7-12 LPA,11-06-2023,Contract
Wipro,Bangalore,Product Manager,"SQL, Power BI, Excel",NA,Entry-level,4-6 LPA,10-03-2024,Internship
Deloitte,Surat,DevOps Engineer,"SQL, Excel, Data Visualization",NA,Mid-level,20-30 LPA,08-01-2024,Contract
Infosys,Kolkata,Full Stack Developer,"Python, ML, TensorFlow",NA,Senior,5-8 LPA,30-07-2024,Internship
Wipro,Nagpur,Data Analyst,"Python, ML, TensorFlow",NA,Entry-level,6-10 LPA,13-03-2025,Full-time
Accenture,Nagpur,Cybersecurity Analyst,"AWS, Azure, Docker",NA,Senior,18-25 LPA,31-01-2023,Part-time
Tech Mahindra,Hyderabad,Data Scientist,"Go, Kubernetes, Docker",NA,Mid-level,6-10 LPA,29-01-2023,Internship
Swiggy,Kolkata,Data Analyst,"AWS, Azure, Docker",NA,Mid-level,18-25 LPA,08-02-2024,Full-time
Amazon,Chennai,Data Analyst,"HTML, CSS, JavaScript",NA,Senior,4-6 LPA,31-07-2023,Contract
Microsoft,Hyderabad,Backend Developer,"Java, Spring Boot, Microservices",NA,Mid-level,3-5 LPA,01-12-2024,Internship
Cognizant,Surat,Backend Developer,"React, Node.js, SQL",NA,Senior,6-10 LPA,28-01-2023,Internship
Amazon,Bhopal,Cloud Engineer,"SQL, Power BI, Excel",NA,Senior,3-5 LPA,21-12-2023,Internship
Microsoft,Bangalore,Cloud Engineer,"Python, NLP, AI models",NA,Mid-level,6-10 LPA,09-02-2023,Full-time
Tech Mahindra,Surat,Business Analyst,"Java, Spring Boot, Microservices",NA,Mid-level,5-8 LPA,03-03-2023,Contract
Tata Consultancy Services,Coimbatore,Cloud Engineer,"AWS, Azure, Docker",NA,Mid-level,4-6 LPA,30-12-2024,Internship
Google,Pune,Frontend Developer,"Java, Spring Boot, Microservices",NA,Entry-level,18-25 LPA,08-11-2024,Internship
Oracle,Bhopal,DevOps Engineer,"Java, Spring Boot, Microservices",NA,Entry-level,7-12 LPA,17-01-2023,Part-time
HCL Technologies,Surat,Backend Developer,"CI/CD, Jenkins, Kubernetes",NA,Senior,7-12 LPA,29-01-2023,Full-time
Cognizant,Gurgaon,DevOps Engineer,"AWS, Azure, Docker",NA,Mid-level,4-6 LPA,27-06-2023,Contract
Tech Mahindra,Hyderabad,Frontend Developer,"Ruby on Rails, PostgreSQL",NA,Senior,15-20 LPA,09-05-2024,Full-time
Deloitte,Mumbai,Frontend Developer,"Python, ML, TensorFlow",NA,Mid-level,4-6 LPA,19-11-2024,Full-time
Tata Consultancy Services,Lucknow,Data Scientist,"SQL, Excel, Data Visualization",NA,Mid-level,6-10 LPA,20-12-2023,Full-time
Microsoft,Bangalore,DevOps Engineer,"Python, NLP, AI models",NA,Mid-level,6-10 LPA,19-10-2023,Part-time
Cognizant,Bangalore,Cybersecurity Analyst,"Ruby on Rails, PostgreSQL",NA,Senior,15-20 LPA,30-01-2023,Contract
Byju's,Mumbai,Cloud Engineer,"HTML, CSS, JavaScript",NA,Entry-level,18-25 LPA,29-10-2023,Contract
HCL Technologies,Chennai,Cybersecurity Analyst,"Java, Spring Boot, Microservices",NA,Mid-level,15-20 LPA,29-08-2024,Internship
Cognizant,Lucknow,Cybersecurity Analyst,"Python, ML, TensorFlow",NA,Entry-level,7-12 LPA,01-02-2025,Full-time
IBM,Bhopal,Business Analyst,"Node.js, Express, MongoDB",NA,Senior,18-25 LPA,02-05-2024,Internship
Tech Mahindra,Bhopal,Data Analyst,"AWS, Azure, Docker",NA,Mid-level,4-6 LPA,30-08-2023,Part-time
Infosys,Indore,Backend Developer,"Python, ML, TensorFlow",NA,Mid-level,7-12 LPA,21-02-2024,Full-time
Byju's,Pune,Backend Developer,"Java, Spring Boot, Microservices",NA,Mid-level,7-12 LPA,13-07-2024,Part-time
Cognizant,Hyderabad,Backend Developer,"HTML, CSS, JavaScript",NA,Senior,5-8 LPA,01-03-2023,Part-time
Paytm,Gurgaon,Product Manager,"Python, ML, TensorFlow",NA,Senior,3-5 LPA,20-08-2024,Contract
Zomato,Coimbatore,Software Engineer,"Ruby on Rails, PostgreSQL",NA,Entry-level,20-30 LPA,26-12-2024,Internship
Zomato,Bhopal,Business Analyst,"Node.js, Express, MongoDB",NA,Senior,6-10 LPA,01-03-2024,Contract
Tech Mahindra,Jaipur,Cybersecurity Analyst,"SQL, Excel, Data Visualization",NA,Mid-level,6-10 LPA,11-02-2025,Full-time
Accenture,Pune,Data Scientist,"Go, Kubernetes, Docker",NA,Senior,3-5 LPA,07-05-2024,Part-time
Cognizant,Pune,Backend Developer,"CI/CD, Jenkins, Kubernetes",NA,Entry-level,18-25 LPA,10-11-2023,Part-time
Accenture,Lucknow,Full Stack Developer,"Go, Kubernetes, Docker",NA,Mid-level,20-30 LPA,10-01-2025,Full-time
Google,Bangalore,Product Manager,"SQL, Excel, Data Visualization",NA,Senior,5-8 LPA,13-05-2024,Part-time
Cognizant,Indore,Full Stack Developer,"Java, Spring Boot, Microservices",NA,Mid-level,7-12 LPA,08-06-2024,Part-time
Microsoft,Mumbai,Cybersecurity Analyst,"Go, Kubernetes, Docker",NA,Entry-level,10-15 LPA,02-03-2025,Internship
Zomato,Coimbatore,Product Manager,"SQL, Power BI, Excel",NA,Senior,18-25 LPA,19-12-2024,Part-time
Byju's,Hyderabad,Cloud Engineer,"React, Node.js, SQL",NA,Entry-level,7-12 LPA,04-02-2025,Part-time
Byju's,Mumbai,Frontend Developer,"SQL, Power BI, Excel",NA,Senior,10-15 LPA,31-07-2023,Internship
Deloitte,Bhopal,Product Manager,"SQL, Excel, Data Visualization",NA,Mid-level,7-12 LPA,09-12-2024,Full-time
Tata Consultancy Services,Pune,Product Manager,"React, Node.js, SQL",NA,Mid-level,15-20 LPA,13-06-2024,Full-time
Deloitte,Bangalore,Frontend Developer,"CI/CD, Jenkins, Kubernetes",NA,Senior,6-10 LPA,01-06-2024,Part-time
PhonePe,Hyderabad,Backend Developer,"React, Node.js, SQL",NA,Senior,5-8 LPA,17-12-2023,Full-time
Infosys,Pune,Software Engineer,"Ruby on Rails, PostgreSQL",NA,Mid-level,3-5 LPA,26-08-2024,Contract
IBM,Surat,Data Scientist,"HTML, CSS, JavaScript",NA,Entry-level,3-5 LPA,22-03-2024,Contract
Wipro,Hyderabad,Cybersecurity Analyst,"Python, ML, TensorFlow",NA,Mid-level,5-8 LPA,10-07-2024,Internship
Byju's,Gurgaon,Full Stack Developer,"CI/CD, Jenkins, Kubernetes",NA,Mid-level,20-30 LPA,26-07-2023,Internship
Oracle,Lucknow,Business Analyst,"Java, Spring Boot, Microservices",NA,Mid-level,15-20 LPA,31-03-2023,Contract
Capgemini,Hyderabad,Data Scientist,"Python, NLP, AI models",NA,Senior,4-6 LPA,16-11-2023,Part-time
Tata Consultancy Services,Indore,Business Analyst,"SQL, Power BI, Excel",NA,Senior,6-10 LPA,10-10-2024,Contract
IBM,Indore,Full Stack Developer,"Python, NLP, AI models",NA,Entry-level,15-20 LPA,15-02-2025,Full-time
Accenture,Nagpur,Cloud Engineer,"Go, Kubernetes, Docker",NA,Mid-level,7-12 LPA,12-09-2024,Full-time
Oracle,Pune,Backend Developer,"SQL, Excel, Data Visualization",NA,Entry-level,3-5 LPA,12-10-2024,Full-time
Capgemini,Pune,Cloud Engineer,"Python, NLP, AI models",NA,Mid-level,4-6 LPA,13-01-2025,Full-time
Tech Mahindra,Hyderabad,Product Manager,"Ruby on Rails, PostgreSQL",NA,Mid-level,6-10 LPA,21-12-2024,Contract
Cognizant,Coimbatore,Data Analyst,"HTML, CSS, JavaScript",NA,Entry-level,5-8 LPA,03-01-2025,Part-time
Capgemini,Nagpur,Software Engineer,"Go, Kubernetes, Docker",NA,Senior,5-8 LPA,15-08-2023,Contract
Deloitte,Nagpur,Data Scientist,"SQL, Power BI, Excel",NA,Senior,3-5 LPA,05-10-2024,Part-time
Microsoft,Chennai,DevOps Engineer,"SQL, Excel, Data Visualization",NA,Senior,5-8 LPA,22-07-2023,Internship
Cognizant,Jaipur,Cloud Engineer,"Ruby on Rails, PostgreSQL",NA,Mid-level,10-15 LPA,01-08-2024,Full-time
Microsoft,Gurgaon,Cybersecurity Analyst,"Ruby on Rails, PostgreSQL",NA,Mid-level,20-30 LPA,01-07-2023,Contract
Wipro,Gurgaon,Business Analyst,"SQL, Excel, Data Visualization",NA,Entry-level,3-5 LPA,11-03-2023,Full-time
Tata Consultancy Services,Hyderabad,Frontend Developer,"Node.js, Express, MongoDB",NA,Mid-level,20-30 LPA,02-06-2024,Part-time
Paytm,Surat,Software Engineer,"SQL, Excel, Data Visualization",NA,Entry-level,7-12 LPA,27-02-2025,Contract
Capgemini,Ahmedabad,Software Engineer,"Java, Spring Boot, Microservices",NA,Mid-level,3-5 LPA,19-09-2024,Contract
Swiggy,Bangalore,Business Analyst,"AWS, Azure, Docker",NA,Senior,6-10 LPA,20-04-2024,Contract
Amazon,Kolkata,Software Engineer,"CI/CD, Jenkins, Kubernetes",NA,Entry-level,20-30 LPA,22-11-2023,Part-time
Oracle,Lucknow,Data Analyst,"Go, Kubernetes, Docker",NA,Senior,3-5 LPA,07-11-2023,Full-time
Swiggy,Ahmedabad,Backend Developer,"Node.js, Express, MongoDB",NA,Senior,5-8 LPA,29-05-2023,Internship
Paytm,Lucknow,Frontend Developer,"SQL, Power BI, Excel",NA,Senior,5-8 LPA,07-08-2024,Contract
Amazon,Chennai,Frontend Developer,"Go, Kubernetes, Docker",NA,Senior,20-30 LPA,23-08-2024,Full-time
Paytm,Mumbai,DevOps Engineer,"Go, Kubernetes, Docker",NA,Entry-level,18-25 LPA,15-03-2023,Full-time
Zomato,Gurgaon,Product Manager,"AWS, Azure, Docker",NA,Mid-level,4-6 LPA,17-05-2024,Full-time
Microsoft,Surat,Business Analyst,"SQL, Excel, Data Visualization",NA,Senior,5-8 LPA,09-01-2024,Full-time
Swiggy,Surat,Cybersecurity Analyst,"SQL, Excel, Data Visualization",NA,Mid-level,5-8 LPA,15-09-2024,Full-time
Zomato,Bangalore,Full Stack Developer,"HTML, CSS, JavaScript",NA,Senior,4-6 LPA,31-12-2023,Contract
PhonePe,Noida,Cloud Engineer,"Ruby on Rails, PostgreSQL",NA,Entry-level,15-20 LPA,22-02-2024,Contract
Capgemini,Gurgaon,Data Scientist,"AWS, Azure, Docker",NA,Mid-level,6-10 LPA,25-10-2024,Internship
Tech Mahindra,Noida,Data Scientist,"Node.js, Express, MongoDB",NA,Senior,7-12 LPA,04-01-2023,Part-time
Paytm,Bangalore,Data Analyst,"CI/CD, Jenkins, Kubernetes",NA,Mid-level,7-12 LPA,10-10-2023,Full-time
Tata Consultancy Services,Coimbatore,Business Analyst,"Ruby on Rails, PostgreSQL",NA,Mid-level,3-5 LPA,10-08-2024,Internship
Cognizant,Bhopal,Product Manager,"SQL, Power BI, Excel",NA,Senior,10-15 LPA,08-07-2023,Part-time
Deloitte,Coimbatore,Software Engineer,"CI/CD, Jenkins, Kubernetes",NA,Mid-level,10-15 LPA,09-12-2024,Contract
Accenture,Bangalore,Cloud Engineer,"Node.js, Express, MongoDB",NA,Entry-level,3-5 LPA,20-12-2023,Full-time
Microsoft,Jaipur,DevOps Engineer,"Python, ML, TensorFlow",NA,Mid-level,6-10 LPA,15-06-2024,Part-time
Infosys,Bangalore,Product Manager,"HTML, CSS, JavaScript",NA,Entry-level,5-8 LPA,06-11-2023,Internship
Zomato,Hyderabad,Cybersecurity Analyst,"React, Node.js, SQL",NA,Senior,10-15 LPA,08-10-2023,Contract
Oracle,Ahmedabad,ML Engineer,"Java, Spring Boot, Microservices",NA,Senior,7-12 LPA,27-01-2023,Contract
Paytm,Bhopal,Data Scientist,"SQL, Excel, Data Visualization",NA,Mid-level,4-6 LPA,07-02-2024,Part-time
Flipkart,Jaipur,Data Analyst,"Java, Spring Boot, Microservices",NA,Mid-level,3-5 LPA,29-09-2023,Contract
IBM,Mumbai,Backend Developer,"Python, ML, TensorFlow",NA,Entry-level,7-12 LPA,10-06-2024,Contract
PhonePe,Bangalore,DevOps Engineer,"Ruby on Rails, PostgreSQL",NA,Senior,3-5 LPA,31-10-2023,Contract
Tata Consultancy Services,Nagpur,Frontend Developer,"Python, ML, TensorFlow",NA,Senior,20-30 LPA,11-07-2024,Contract
Amazon,Indore,Software Engineer,"HTML, CSS, JavaScript",NA,Mid-level,3-5 LPA,28-01-2023,Internship
Capgemini,Lucknow,Frontend Developer,"Node.js, Express, MongoDB",NA,Senior,6-10 LPA,08-01-2024,Full-time
Flipkart,Mumbai,ML Engineer,"SQL, Power BI, Excel",NA,Senior,15-20 LPA,24-10-2024,Part-time
HCL Technologies,Nagpur,Data Scientist,"React, Node.js, SQL",NA,Senior,4-6 LPA,05-06-2024,Internship
Microsoft,Jaipur,Data Scientist,"Python, NLP, AI models",NA,Mid-level,10-15 LPA,10-06-2023,Full-time
Tata Consultancy Services,Pune,Backend Developer,"CI/CD, Jenkins, Kubernetes",NA,Mid-level,10-15 LPA,27-09-2023,Internship
Google,Indore,Product Manager,"Python, NLP, AI models",NA,Mid-level,5-8 LPA,07-03-2023,Part-time
Zomato,Lucknow,Frontend Developer,"Ruby on Rails, PostgreSQL",NA,Entry-level,10-15 LPA,08-09-2023,Full-time
Paytm,Pune,DevOps Engineer,"HTML, CSS, JavaScript",NA,Senior,7-12 LPA,10-12-2023,Contract
Tech Mahindra,Lucknow,Software Engineer,"AWS, Azure, Docker",NA,Mid-level,20-30 LPA,19-09-2024,Contract
IBM,Ahmedabad,Backend Developer,"Java, Spring Boot, Microservices",NA,Senior,10-15 LPA,08-02-2024,Contract
PhonePe,Indore,Backend Developer,"Python, ML, TensorFlow",NA,Mid-level,4-6 LPA,07-06-2023,Full-time
Microsoft,Jaipur,Product Manager,"Go, Kubernetes, Docker",NA,Senior,6-10 LPA,29-04-2024,Contract
HCL Technologies,Ahmedabad,Backend Developer,"Java, Spring Boot, Microservices",NA,Senior,3-5 LPA,25-12-2023,Full-time
Capgemini,Gurgaon,Data Analyst,"SQL, Power BI, Excel",NA,Entry-level,18-25 LPA,01-01-2024,Full-time
Deloitte,Chennai,Software Engineer,"SQL, Power BI, Excel",NA,Senior,15-20 LPA,26-03-2024,Part-time
IBM,Pune,Cybersecurity Analyst,"Java, Spring Boot, Microservices",NA,Entry-level,18-25 LPA,13-12-2024,Contract
Google,Gurgaon,Cybersecurity Analyst,"Python, ML, TensorFlow",NA,Mid-level,4-6 LPA,26-01-2024,Part-time
Amazon,Nagpur,DevOps Engineer,"Go, Kubernetes, Docker",NA,Senior,3-5 LPA,02-06-2024,Full-time
Tata Consultancy Services,Chennai,Full Stack Developer,"Python, NLP, AI models",NA,Mid-level,7-12 LPA,17-09-2023,Part-time
Paytm,Kolkata,Cybersecurity Analyst,"Java, Spring Boot, Microservices",NA,Mid-level,20-30 LPA,01-01-2025,Full-time
Accenture,Kolkata,Backend Developer,"CI/CD, Jenkins, Kubernetes",NA,Entry-level,4-6 LPA,02-06-2024,Part-time
Tech Mahindra,Surat,Data Analyst,"Python, NLP, AI models",NA,Mid-level,3-5 LPA,15-02-2024,Full-time
Oracle,Surat,DevOps Engineer,"Python, NLP, AI models",NA,Mid-level,3-5 LPA,31-01-2025,Internship
Cognizant,Mumbai,Product Manager,"Python, ML, TensorFlow",NA,Senior,18-25 LPA,11-07-2023,Contract
Tata Consultancy Services,Chennai,Cloud Engineer,"Go, Kubernetes, Docker",NA,Entry-level,3-5 LPA,12-06-2023,Part-time
HCL Technologies,Gurgaon,Data Analyst,"Node.js, Express, MongoDB",NA,Senior,3-5 LPA,22-08-2023,Full-time
Zomato,Noida,Cloud Engineer,"Java, Spring Boot, Microservices",NA,Entry-level,4-6 LPA,20-04-2023,Contract
Microsoft,Hyderabad,Data Analyst,"Java, Spring Boot, Microservices",NA,Entry-level,20-30 LPA,14-10-2023,Contract
IBM,Indore,Software Engineer,"SQL, Excel, Data Visualization",NA,Entry-level,6-10 LPA,26-09-2023,Contract
Amazon,Gurgaon,Data Scientist,"Python, ML, TensorFlow",NA,Senior,20-30 LPA,24-06-2024,Contract
PhonePe,Gurgaon,DevOps Engineer,"SQL, Excel, Data Visualization",NA,Senior,4-6 LPA,26-11-2023,Contract
Flipkart,Bhopal,Backend Developer,"Ruby on Rails, PostgreSQL",NA,Senior,5-8 LPA,21-04-2024,Part-time
Flipkart,Gurgaon,Full Stack Developer,"Python, NLP, AI models",NA,Entry-level,20-30 LPA,09-11-2023,Internship
Microsoft,Indore,Cybersecurity Analyst,"Java, Spring Boot, Microservices",NA,Entry-level,20-30 LPA,27-09-2024,Contract
Deloitte,Gurgaon,Product Manager,"React, Node.js, SQL",NA,Entry-level,6-10 LPA,19-02-2023,Internship
Google,Bhopal,Full Stack Developer,"Ruby on Rails, PostgreSQL",NA,Entry-level,3-5 LPA,22-03-2023,Contract
HCL Technologies,Bhopal,Cybersecurity Analyst,"Ruby on Rails, PostgreSQL",NA,Senior,3-5 LPA,18-06-2023,Internship
PhonePe,Nagpur,Data Analyst,"SQL, Excel, Data Visualization",NA,Senior,20-30 LPA,07-03-2023,Full-time
Google,Indore,Software Engineer,"Java, Spring Boot, Microservices",NA,Entry-level,15-20 LPA,27-01-2025,Contract
Zomato,Bhopal,Business Analyst,"Python, NLP, AI models",NA,Senior,20-30 LPA,18-03-2023,Part-time
Wipro,Gurgaon,Software Engineer,"HTML, CSS, JavaScript",NA,Mid-level,4-6 LPA,22-07-2023,Full-time
Cognizant,Mumbai,ML Engineer,"Ruby on Rails, PostgreSQL",NA,Entry-level,18-25 LPA,10-12-2024,Contract
Flipkart,Pune,Data Analyst,"SQL, Excel, Data Visualization",NA,Entry-level,20-30 LPA,16-08-2024,Contract
HCL Technologies,Bangalore,Data Analyst,"Go, Kubernetes, Docker",NA,Senior,5-8 LPA,08-11-2024,Contract
Accenture,Jaipur,Business Analyst,"Ruby on Rails, PostgreSQL",NA,Senior,20-30 LPA,20-12-2023,Internship
Tata Consultancy Services,Surat,Software Engineer,"Node.js, Express, MongoDB",NA,Mid-level,6-10 LPA,31-05-2024,Full-time
Zomato,Jaipur,Product Manager,"AWS, Azure, Docker",NA,Entry-level,18-25 LPA,06-02-2023,Full-time
Swiggy,Ahmedabad,DevOps Engineer,"React, Node.js, SQL",NA,Mid-level,7-12 LPA,25-07-2023,Part-time
Swiggy,Nagpur,ML Engineer,"SQL, Power BI, Excel",NA,Entry-level,20-30 LPA,01-10-2024,Contract
Amazon,Jaipur,DevOps Engineer,"Node.js, Express, MongoDB",NA,Entry-level,18-25 LPA,11-02-2023,Part-time
Flipkart,Ahmedabad,Product Manager,"Ruby on Rails, PostgreSQL",NA,Senior,6-10 LPA,15-04-2023,Internship
Capgemini,Mumbai,Backend Developer,"Python, NLP, AI models",NA,Mid-level,18-25 LPA,10-10-2024,Full-time
Swiggy,Chennai,Full Stack Developer,"Java, Spring Boot, Microservices",NA,Entry-level,10-15 LPA,03-02-2023,Contract
Paytm,Nagpur,Product Manager,"Python, ML, TensorFlow",NA,Mid-level,10-15 LPA,22-06-2023,Contract
Accenture,Hyderabad,Cybersecurity Analyst,"CI/CD, Jenkins, Kubernetes",NA,Entry-level,5-8 LPA,13-04-2023,Part-time
Microsoft,Ahmedabad,Data Analyst,"Ruby on Rails, PostgreSQL",NA,Entry-level,7-12 LPA,19-12-2024,Part-time
Capgemini,Gurgaon,Full Stack Developer,"AWS, Azure, Docker",NA,Entry-level,10-15 LPA,29-06-2024,Internship
Paytm,Pune,Product Manager,"CI/CD, Jenkins, Kubernetes",NA,Entry-level,3-5 LPA,30-08-2024,Contract
Infosys,Pune,Cybersecurity Analyst,"HTML, CSS, JavaScript",NA,Senior,5-8 LPA,11-05-2023,Contract
Zomato,Pune,ML Engineer,"HTML, CSS, JavaScript",NA,Entry-level,7-12 LPA,05-11-2024,Internship
IBM,Hyderabad,Business Analyst,"Python, ML, TensorFlow",NA,Senior,5-8 LPA,12-11-2023,Internship
Zomato,Pune,Software Engineer,"Go, Kubernetes, Docker",NA,Mid-level,4-6 LPA,21-05-2024,Internship
IBM,Gurgaon,ML Engineer,"SQL, Excel, Data Visualization",NA,Mid-level,10-15 LPA,27-09-2023,Internship
Byju's,Nagpur,Product Manager,"Java, Spring Boot, Microservices",NA,Senior,7-12 LPA,30-04-2024,Part-time
Microsoft,Gurgaon,DevOps Engineer,"Go, Kubernetes, Docker",NA,Entry-level,10-15 LPA,13-12-2023,Internship
Infosys,Jaipur,DevOps Engineer,"Go, Kubernetes, Docker",NA,Senior,3-5 LPA,08-12-2023,Part-time
Paytm,Gurgaon,DevOps Engineer,"CI/CD, Jenkins, Kubernetes",NA,Senior,18-25 LPA,31-03-2023,Part-time
Zomato,Chennai,DevOps Engineer,"Python, NLP, AI models",NA,Senior,3-5 LPA,02-10-2023,Part-time
Infosys,Pune,Business Analyst,"Go, Kubernetes, Docker",NA,Senior,15-20 LPA,23-11-2023,Part-time
Amazon,Bhopal,Frontend Developer,"Ruby on Rails, PostgreSQL",NA,Senior,10-15 LPA,05-07-2024,Internship
Tech Mahindra,Hyderabad,Business Analyst,"HTML, CSS, JavaScript",NA,Mid-level,20-30 LPA,31-05-2024,Full-time
Cognizant,Mumbai,Frontend Developer,"Python, ML, TensorFlow",NA,Senior,15-20 LPA,22-07-2023,Contract
Cognizant,Gurgaon,ML Engineer,"HTML, CSS, JavaScript",NA,Senior,3-5 LPA,21-09-2024,Full-time
Zomato,Noida,Data Analyst,"React, Node.js, SQL",NA,Entry-level,15-20 LPA,23-09-2023,Full-time
Byju's,Gurgaon,Business Analyst,"Python, ML, TensorFlow",NA,Entry-level,7-12 LPA,12-07-2023,Part-time
Oracle,Jaipur,Data Scientist,"Python, NLP, AI models",NA,Mid-level,5-8 LPA,22-06-2024,Contract
Amazon,Noida,Software Engineer,"CI/CD, Jenkins, Kubernetes",NA,Senior,3-5 LPA,08-12-2023,Full-time
Accenture,Bangalore,Backend Developer,"Go, Kubernetes, Docker",NA,Mid-level,4-6 LPA,26-02-2025,Part-time
HCL Technologies,Noida,Frontend Developer,"Python, ML, TensorFlow",NA,Senior,4-6 LPA,26-08-2023,Contract
IBM,Kolkata,Data Analyst,"Node.js, Express, MongoDB",NA,Mid-level,7-12 LPA,16-05-2024,Full-time
Zomato,Indore,DevOps Engineer,"HTML, CSS, JavaScript",NA,Entry-level,3-5 LPA,21-09-2024,Internship
Deloitte,Indore,Cloud Engineer,"SQL, Power BI, Excel",NA,Entry-level,4-6 LPA,22-04-2023,Full-time
Amazon,Nagpur,Data Analyst,"AWS, Azure, Docker",NA,Mid-level,7-12 LPA,04-03-2025,Internship
Swiggy,Noida,Software Engineer,"AWS, Azure, Docker",NA,Senior,18-25 LPA,02-04-2023,Full-time
Tech Mahindra,Mumbai,Frontend Developer,"Python, ML, TensorFlow",NA,Mid-level,4-6 LPA,08-07-2024,Contract
Tata Consultancy Services,Kolkata,Business Analyst,"Ruby on Rails, PostgreSQL",NA,Entry-level,20-30 LPA,05-10-2024,Internship
Wipro,Indore,Product Manager,"React, Node.js, SQL",NA,Entry-level,5-8 LPA,20-10-2024,Contract
Byju's,Mumbai,Data Scientist,"SQL, Power BI, Excel",NA,Senior,10-15 LPA,29-04-2023,Contract
